frame,camera,player_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,confidence,class
15,tacticam,player_10,290,507,337,573,314.15582,540.44604,0.923593282699585,player
20,tacticam,player_10,291,500,328,565,309.8817,533.058,0.9088677167892456,player
25,tacticam,player_10,303,490,345,551,324.6556,520.766,0.9240218997001648,player
30,tacticam,player_10,320,482,359,546,339.85056,514.79395,0.9156955480575562,player
35,tacticam,player_10,330,478,364,535,347.49832,507.13,0.9094564318656921,player
40,tacticam,player_10,344,467,388,524,366.69324,495.73627,0.9135680794715881,player
40,tacticam,player_10,352,386,400,448,376.84583,417.44373,0.8684207201004028,player
40,tacticam,player_10,349,371,401,439,375.52682,405.296,0.7202599048614502,player
45,tacticam,player_10,365,397,401,447,383.3887,422.80215,0.8774798512458801,player
45,tacticam,player_10,349,370,377,428,363.24362,399.5916,0.8689926266670227,player
50,tacticam,player_10,376,397,405,452,390.70056,424.6279,0.8802438974380493,player
50,tacticam,player_10,359,370,383,427,371.22382,399.30084,0.8798704147338867,player
55,tacticam,player_10,386,401,426,453,406.6966,427.928,0.9025790691375732,player
55,tacticam,player_10,370,372,395,423,382.5979,398.0694,0.8256289958953857,player
60,tacticam,player_10,405,395,438,446,422.08435,420.63367,0.9241851568222046,player
60,tacticam,player_10,405,446,435,499,420.23218,472.63275,0.9100291728973389,player
60,tacticam,player_10,382,373,407,425,394.94403,399.58292,0.8918757438659668,player
65,tacticam,player_10,384,375,424,432,404.86514,403.99503,0.9076820015907288,player
65,tacticam,player_10,432,384,465,435,448.83078,409.67294,0.8962411284446716,player
65,tacticam,player_10,414,441,447,491,430.74713,466.40448,0.8931657075881958,player
70,tacticam,player_10,427,432,465,480,446.5586,456.80063,0.9373569488525391,player
70,tacticam,player_10,400,378,429,428,414.85263,403.10706,0.917356014251709,player
70,tacticam,player_10,451,376,480,424,465.92496,400.47784,0.8714921474456787,player
75,tacticam,player_10,432,428,459,481,445.90448,454.8235,0.8910218477249146,player
75,tacticam,player_10,406,373,429,423,418.10614,398.60266,0.8883777260780334,player
75,tacticam,player_10,464,368,493,414,478.80185,391.2214,0.7225170731544495,player
80,tacticam,player_10,426,423,460,470,443.6478,446.88654,0.9103107452392578,player
80,tacticam,player_10,403,364,433,415,418.46512,389.8017,0.8946042060852051,player
80,tacticam,player_10,467,356,496,400,481.99905,378.25168,0.8706679344177246,player
85,tacticam,player_10,422,413,453,463,438.12708,438.34473,0.9218461513519287,player
85,tacticam,player_10,416,350,436,401,426.5271,376.27908,0.8904643654823303,player
85,tacticam,player_10,465,345,490,391,477.75443,368.43262,0.8878467679023743,player
90,tacticam,player_10,460,332,487,377,473.74576,354.87122,0.8997173309326172,player
90,tacticam,player_10,419,341,443,391,431.4756,366.6271,0.5215315818786621,player
95,tacticam,player_10,458,321,489,361,473.97992,341.64975,0.9055485725402832,player
95,tacticam,player_10,426,337,454,378,440.40765,357.94635,0.9032753705978394,player
100,tacticam,player_10,418,394,444,444,431.35162,419.5338,0.8891847729682922,player
105,tacticam,player_10,411,385,439,432,425.5436,408.801,0.9185367226600647,player
110,tacticam,player_10,396,384,429,430,413.34338,407.77386,0.919406533241272,player
115,tacticam,player_10,380,377,415,427,398.1799,402.28326,0.9219202995300293,player
120,tacticam,player_10,364,376,384,426,374.687,401.77466,0.9084832072257996,player
